building_id,resident_population
san_jose_1000129,0.8105
san_jose_1000130,0.2922
san_jose_2195,0.5757
san_jose_1000131,0.2948
san_jose_1000132,0.6944
san_jose_1000133,0.5046
san_jose_1000134,0.5794
san_jose_2208,0.0734
san_jose_2209,0.9750
san_jose_1000135,0.5313
san_jose_1000136,0.8325
san_jose_1000137,0.3844
san_jose_2214,0.3584
san_jose_2216,0.6166
san_jose_1000138,2.1544
san_jose_2218,0.3625
san_jose_1000139,0.5382
san_jose_2223,13.0011
san_jose_1000140,0.4719
san_jose_1000141,0.5691
san_jose_1000142,0.5918
san_jose_1000143,0.2578
san_jose_1000144,4.4388
san_jose_2244,1.1876
san_jose_2245,0.5455
san_jose_2254,0.0695
san_jose_2256,0.1052
san_jose_1000145,0.0423
san_jose_2266,2.1296
san_jose_2271,0.8747
san_jose_1000146,0.3891
san_jose_1000147,0.2303
san_jose_1000148,0.6009
san_jose_1000149,0.5679
san_jose_1000150,0.5422
san_jose_1000151,0.5157
san_jose_1000152,0.5724
san_jose_1000153,0.5412
san_jose_1000154,0.5773
san_jose_1000155,0.5328
san_jose_1000156,0.4834
san_jose_1000157,0.5242
san_jose_1000158,0.5384
san_jose_2306,1.9385
san_jose_1000159,0.3384
san_jose_1000160,0.4227
san_jose_2310,0.9873
san_jose_1000161,0.3760
san_jose_1000162,0.4194
san_jose_1000163,0.3804
san_jose_2320,0.2949
san_jose_1000164,0.3919
san_jose_2327,1.4064
san_jose_2330,17.7749
san_jose_2337,13.9398
san_jose_2345,0.2639
san_jose_2346,0.6102
san_jose_2358,0.1459
san_jose_2360,2.7928
san_jose_2368,1.5342
san_jose_1000165,10.6915
san_jose_2372,5.4432
san_jose_2376,1.4965
san_jose_2379,4.7300
san_jose_2387,20.3031
san_jose_2408,3.7242
san_jose_1000166,0.6767
san_jose_2422,0.8057
san_jose_2436,1.6694
san_jose_2445,1.9749
san_jose_3613,1.1936
san_jose_3614,0.9989
san_jose_3615,1.5079
san_jose_3616,3.1849
san_jose_3617,5.1320
san_jose_3618,2.9378
san_jose_3619,1.9033
san_jose_3620,3.8841
san_jose_3622,7.4964
san_jose_3623,0.7515
san_jose_3624,0.6709
san_jose_3625,2.2757
san_jose_3626,1.4068
san_jose_3627,1.2267
san_jose_1000167,0.2155
san_jose_3629,1.0282
san_jose_3630,1.8366
san_jose_3631,1.8544
san_jose_3632,0.4754
san_jose_3633,0.9511
san_jose_3634,2.0551
san_jose_3635,1.8256
san_jose_3636,1.9164
san_jose_3637,1.8703
san_jose_3638,0.4400
san_jose_1000168,0.0568
san_jose_3641,13.4340
san_jose_3642,7.0281
san_jose_3643,2.1699
san_jose_3644,1.7243
san_jose_1000169,1.8246
san_jose_3646,1.1968
san_jose_1000170,1.2100
san_jose_3648,0.3470
san_jose_1000171,1.8259
san_jose_3652,1.7235
san_jose_1000172,0.0852
san_jose_3654,10.9176
san_jose_3655,0.8511
san_jose_3656,0.6552
san_jose_3657,0.3683
san_jose_3658,0.1844
san_jose_1000173,0.3825
san_jose_3660,1.3967
san_jose_3661,1.7974
san_jose_1000174,0.9119
san_jose_1000175,0.5469
san_jose_1000176,1.1788
san_jose_3665,1.0711
san_jose_1000177,0.2054
san_jose_1000178,0.4394
san_jose_3668,0.4211
san_jose_4232,0.7502
san_jose_3670,0.9606
san_jose_1000179,0.2273
san_jose_1000180,0.4571
san_jose_1000181,0.5842
san_jose_3674,2.9746
san_jose_3675,0.3771
san_jose_1000182,0.2558
san_jose_3677,1.1995
san_jose_3678,0.1652
san_jose_3680,0.7660
san_jose_3681,0.5350
san_jose_3682,0.5782
san_jose_3683,1.2092
san_jose_3684,0.6267
san_jose_3685,1.2771
san_jose_3686,2.0426
san_jose_3687,1.9753
san_jose_3688,1.2458
san_jose_1000183,2.3802
san_jose_3692,4.2325
san_jose_3693,1.9243
san_jose_3696,2.8311
san_jose_3697,7.8439
san_jose_1000184,1.9194
san_jose_3699,4.4880
san_jose_3700,0.4863
san_jose_3701,4.1969
san_jose_3703,0.4829
san_jose_3704,0.7393
san_jose_3705,0.7327
san_jose_1000185,0.6935
san_jose_3707,0.4273
san_jose_3708,0.4703
san_jose_3709,0.8497
san_jose_3710,0.3935
san_jose_3711,0.8967
san_jose_3712,0.4736
san_jose_3713,0.4658
san_jose_3714,0.4724
san_jose_3715,0.3930
san_jose_3716,0.4927
san_jose_3717,0.7282
san_jose_3718,0.4772
san_jose_3719,0.4295
san_jose_3720,0.4566
san_jose_3721,1.1933
san_jose_3722,3.6568
san_jose_3723,0.4317
san_jose_1000186,0.5434
san_jose_3725,1.0081
san_jose_3726,0.9038
san_jose_4133,4.5905
san_jose_4138,3.8674
san_jose_1000187,0.5978
san_jose_1000188,0.4073
san_jose_1000189,0.3979
san_jose_4143,0.8052
san_jose_4163,0.0722
san_jose_4164,0.9231
san_jose_4165,0.5845
san_jose_4166,0.8046
