lon,lat,vs30_ms
-103.325000,20.850000,472.1
-103.316667,20.850000,793.3
-103.308333,20.850000,833.2
-103.300000,20.850000,900.0
-103.291667,20.850000,900.0
-103.283333,20.850000,781.0
-103.275000,20.850000,550.6
-103.266667,20.850000,486.0
-103.258333,20.850000,396.7
-103.466667,20.841667,524.4
-103.458333,20.841667,534.3
-103.450000,20.841667,477.5
-103.441667,20.841667,362.3
-103.433333,20.841667,340.7
-103.425000,20.841667,358.1
-103.416667,20.841667,367.4
-103.408333,20.841667,342.8
-103.400000,20.841667,301.9
-103.391667,20.841667,385.2
-103.383333,20.841667,498.5
-103.375000,20.841667,566.5
-103.366667,20.841667,492.1
-103.358333,20.841667,603.2
-103.350000,20.841667,881.0
-103.341667,20.841667,900.0
-103.333333,20.841667,836.6
-103.325000,20.841667,358.5
-103.316667,20.841667,649.3
-103.308333,20.841667,785.1
-103.300000,20.841667,811.9
-103.291667,20.841667,821.8
-103.283333,20.841667,862.0
-103.275000,20.841667,786.1
-103.266667,20.841667,661.2
-103.258333,20.841667,491.6
-103.466667,20.833333,538.2
-103.458333,20.833333,465.8
-103.450000,20.833333,376.9
-103.441667,20.833333,338.5
-103.433333,20.833333,321.0
-103.425000,20.833333,296.8
-103.416667,20.833333,296.3
-103.408333,20.833333,407.0
-103.400000,20.833333,384.2
-103.391667,20.833333,376.3
-103.383333,20.833333,470.3
-103.375000,20.833333,410.7
-103.366667,20.833333,309.6
-103.358333,20.833333,538.9
-103.350000,20.833333,817.1
-103.341667,20.833333,900.0
-103.333333,20.833333,856.5
-103.325000,20.833333,411.3
-103.316667,20.833333,673.0
-103.308333,20.833333,665.2
-103.300000,20.833333,671.7
-103.291667,20.833333,597.6
-103.283333,20.833333,605.4
-103.275000,20.833333,653.9
-103.266667,20.833333,696.3
-103.258333,20.833333,645.5
-103.466667,20.825000,427.8
-103.458333,20.825000,365.8
-103.450000,20.825000,274.9
-103.441667,20.825000,333.9
-103.433333,20.825000,365.9
-103.425000,20.825000,346.4
-103.416667,20.825000,267.3
-103.408333,20.825000,330.7
-103.400000,20.825000,458.0
-103.391667,20.825000,499.5
-103.383333,20.825000,464.0
-103.375000,20.825000,468.9
-103.366667,20.825000,402.7
-103.358333,20.825000,609.0
-103.350000,20.825000,833.4
-103.341667,20.825000,900.0
-103.333333,20.825000,756.7
-103.325000,20.825000,464.1
-103.316667,20.825000,607.2
-103.308333,20.825000,564.0
-103.300000,20.825000,694.7
-103.291667,20.825000,663.9
-103.283333,20.825000,523.3
-103.275000,20.825000,512.6
-103.266667,20.825000,605.5
-103.258333,20.825000,671.3
-103.466667,20.816667,371.5
-103.458333,20.816667,332.1
-103.450000,20.816667,335.7
-103.441667,20.816667,273.3
-103.433333,20.816667,299.4
-103.425000,20.816667,388.4
